1.00000000e-04 8.05598682e+05
1.00069108e-04 8.04307946e+05
1.00138264e-04 8.03019279e+05
1.00207468e-04 8.01732677e+05
1.00276720e-04 8.00448136e+05
1.00346020e-04 7.99165653e+05
1.00415367e-04 7.97885225e+05
1.00484762e-04 7.96606848e+05
1.00554206e-04 7.95330520e+05
1.00623697e-04 7.94056237e+05
1.00693236e-04 7.92783995e+05
1.00762824e-04 7.91513792e+05
1.00832459e-04 7.90245623e+05
1.00902143e-04 7.88979487e+05
1.00971875e-04 7.87715379e+05
1.01041655e-04 7.86453297e+05
1.01111483e-04 7.85193237e+05
1.01181359e-04 7.83935195e+05
1.01251284e-04 7.82679169e+05
1.01321257e-04 7.81425156e+05
1.01391279e-04 7.80173152e+05
1.01461348e-04 7.78923154e+05
1.01531467e-04 7.77675158e+05
1.01601633e-04 7.76429162e+05
1.01671849e-04 7.75185163e+05
1.01742112e-04 7.73943157e+05
1.01812425e-04 7.72703140e+05
1.01882785e-04 7.71465110e+05
1.01953195e-04 7.70229064e+05
1.02023653e-04 7.68989861e+05
1.02094160e-04 7.67742500e+05
1.02164716e-04 7.66497162e+05
1.02235320e-04 7.65253844e+05
1.02305973e-04 7.64012542e+05
1.02376675e-04 7.62773255e+05
1.02447426e-04 7.61535977e+05
1.02518225e-04 7.60300707e+05
1.02589074e-04 7.59067440e+05
1.02659972e-04 7.57836174e+05
1.02730918e-04 7.56606905e+05
1.02801914e-04 7.55379629e+05
1.02872959e-04 7.54154345e+05
1.02944052e-04 7.52931048e+05
1.03015195e-04 7.51709735e+05
1.03086387e-04 7.50490404e+05
1.03157629e-04 7.49273050e+05
1.03228919e-04 7.48057671e+05
1.03300259e-04 7.46844263e+05
1.03371648e-04 7.45632824e+05
1.03443086e-04 7.44423350e+05
1.03514574e-04 7.43215837e+05
1.03586111e-04 7.42010283e+05
1.03657698e-04 7.40806685e+05
1.03729334e-04 7.39605039e+05
1.03801020e-04 7.38405342e+05
1.03872755e-04 7.37207592e+05
1.03944540e-04 7.36011784e+05
1.04016374e-04 7.34814883e+05
1.04088258e-04 7.33609674e+05
1.04160192e-04 7.32406441e+05
1.04232175e-04 7.31205182e+05
1.04304208e-04 7.30005893e+05
