1.00000000e-04 5.66261909e+05
1.00069108e-04 5.65498343e+05
1.00138264e-04 5.64735806e+05
1.00207468e-04 5.63974298e+05
1.00276720e-04 5.63213817e+05
1.00346020e-04 5.62454361e+05
1.00415367e-04 5.61695930e+05
1.00484762e-04 5.60938521e+05
1.00554206e-04 5.60182133e+05
1.00623697e-04 5.59426765e+05
1.00693236e-04 5.58672416e+05
1.00762824e-04 5.57919084e+05
1.00832459e-04 5.57166768e+05
1.00902143e-04 5.56415466e+05
1.00971875e-04 5.55665177e+05
1.01041655e-04 5.54915900e+05
1.01111483e-04 5.54167634e+05
1.01181359e-04 5.53420376e+05
1.01251284e-04 5.52674126e+05
1.01321257e-04 5.51928882e+05
1.01391279e-04 5.51184644e+05
1.01461348e-04 5.50441408e+05
1.01531467e-04 5.49699175e+05
1.01601633e-04 5.48957943e+05
1.01671849e-04 5.48217710e+05
1.01742112e-04 5.47478476e+05
1.01812425e-04 5.46740238e+05
1.01882785e-04 5.46002996e+05
1.01953195e-04 5.45266748e+05
1.02023653e-04 5.44527421e+05
1.02094160e-04 5.43781052e+05
1.02164716e-04 5.43035706e+05
1.02235320e-04 5.42291381e+05
1.02305973e-04 5.41548077e+05
1.02376675e-04 5.40805791e+05
1.02447426e-04 5.40064523e+05
1.02518225e-04 5.39324271e+05
1.02589074e-04 5.38585033e+05
1.02659972e-04 5.37846809e+05
1.02730918e-04 5.37109597e+05
1.02801914e-04 5.36373395e+05
1.02872959e-04 5.35638202e+05
1.02944052e-04 5.34904017e+05
1.03015195e-04 5.34170838e+05
1.03086387e-04 5.33438664e+05
1.03157629e-04 5.32707494e+05
1.03228919e-04 5.31977326e+05
1.03300259e-04 5.31248159e+05
1.03371648e-04 5.30519991e+05
1.03443086e-04 5.29792821e+05
1.03514574e-04 5.29066649e+05
1.03586111e-04 5.28341471e+05
1.03657698e-04 5.27617287e+05
1.03729334e-04 5.26894096e+05
1.03801020e-04 5.26171896e+05
1.03872755e-04 5.25450687e+05
1.03944540e-04 5.24730465e+05
1.04016374e-04 5.24008743e+05
1.04088258e-04 5.23279597e+05
1.04160192e-04 5.22551465e+05
1.04232175e-04 5.21824347e+05
1.04304208e-04 5.21098240e+05
1.04376291e-04 5.20373143e+05
1.04448424e-04 5.19649056e+05
1.04520606e-04 5.18925976e+05
1.04592839e-04 5.18203902e+05
1.04665121e-04 5.17482833e+05
1.04737453e-04 5.16762768e+05
1.04809836e-04 5.16043704e+05
1.04882268e-04 5.15325641e+05
1.04954750e-04 5.14608577e+05
1.05027283e-04 5.13892511e+05
1.05099865e-04 5.13177441e+05
1.05172498e-04 5.12463366e+05
1.05245181e-04 5.11750285e+05
1.05317914e-04 5.11038196e+05
1.05390698e-04 5.10327098e+05
1.05463532e-04 5.09616989e+05
1.05536416e-04 5.08907869e+05
1.05609350e-04 5.08199735e+05
1.05682335e-04 5.07492586e+05
1.05755370e-04 5.06786422e+05
1.05828456e-04 5.06081240e+05
1.05901592e-04 5.05377039e+05
1.05974779e-04 5.04673819e+05
1.06048017e-04 5.03965218e+05
1.06121305e-04 5.03254276e+05
1.06194643e-04 5.02544337e+05
1.06268033e-04 5.01835399e+05
1.06341473e-04 5.01127461e+05
1.06414963e-04 5.00420523e+05
1.06488505e-04 4.99714581e+05
1.06562097e-04 4.99009635e+05
1.06635741e-04 4.98305684e+05
1.06709435e-04 4.97602726e+05
1.06783180e-04 4.96900759e+05
1.06856976e-04 4.96199783e+05
1.06930823e-04 4.95499796e+05
1.07004721e-04 4.94800796e+05
1.07078670e-04 4.94102782e+05
1.07152671e-04 4.93405753e+05
1.07226722e-04 4.92709707e+05
1.07300825e-04 4.92014643e+05
1.07374979e-04 4.91320559e+05
1.07449184e-04 4.90627455e+05
1.07523440e-04 4.89935329e+05
1.07597748e-04 4.89244178e+05
1.07672107e-04 4.88554003e+05
1.07746517e-04 4.87864802e+05
1.07820979e-04 4.87176572e+05
1.07895492e-04 4.86489314e+05
1.07970057e-04 4.85803025e+05
1.08044673e-04 4.85109985e+05
1.08119341e-04 4.84412767e+05
1.08194061e-04 4.83716551e+05
1.08268832e-04 4.83021336e+05
1.08343654e-04 4.82327119e+05
1.08418529e-04 4.81633901e+05
1.08493455e-04 4.80941679e+05
1.08568433e-04 4.80250451e+05
1.08643463e-04 4.79560218e+05
1.08718545e-04 4.78870976e+05
1.08793678e-04 4.78182725e+05
1.08868864e-04 4.77495463e+05
1.08944101e-04 4.76809188e+05
1.09019391e-04 4.76123900e+05
1.09094732e-04 4.75439597e+05
1.09170126e-04 4.74756278e+05
1.09245571e-04 4.74073941e+05
1.09321069e-04 4.73392584e+05
1.09396619e-04 4.72712206e+05
1.09472221e-04 4.72032807e+05
1.09547876e-04 4.71354384e+05
1.09623582e-04 4.70676936e+05
1.09699341e-04 4.70000461e+05
1.09775153e-04 4.69324959e+05
1.09851017e-04 4.68650428e+05
1.09926933e-04 4.67976866e+05
1.10002901e-04 4.67304272e+05
1.10078923e-04 4.66632645e+05
1.10154996e-04 4.65961983e+05
1.10231123e-04 4.65292286e+05
1.10307302e-04 4.64623550e+05
1.10383533e-04 4.63955776e+05
